assay_id,split_type,episode,n_molecules,n_scaffold_groups,n_usable_groups,support_label_var,mean,knn_k1,knn_k3,knn_k5,kr_tanimoto_a0.01,kr_tanimoto_a0.1,kr_tanimoto_a1.0,ptn
CHEMBL4267375,random,4,87,18,4,0.08300354331731796,0.17713958024978638,0.23810873925685883,0.20152686536312103,0.21424351632595062,0.9340202808380127,0.9731127023696899,1.8961429595947266,0.17587734758853912
CHEMBL4267375,scaffold,4,87,18,4,0.16351942718029022,0.14450550079345703,0.39406055212020874,0.22996285557746887,0.19387176632881165,7.961048603057861,7.8279128074646,9.411809921264648,0.16849803924560547
CHEMBL4267375,random,5,87,18,4,0.032763585448265076,0.289595365524292,0.326834112405777,0.31975194811820984,0.3072720766067505,0.5078753232955933,0.5373901128768921,1.7361820936203003,0.290374755859375
CHEMBL4267375,scaffold,5,87,18,4,0.3437562584877014,0.28915950655937195,0.35527586936950684,0.3192504048347473,0.35051655769348145,6.116605758666992,5.846921920776367,7.45082950592041,0.2247512936592102
CHEMBL4267375,random,6,87,18,4,0.1367664933204651,0.1446729302406311,0.607264518737793,0.35426458716392517,0.22311463952064514,0.5251731872558594,0.5327591896057129,1.6049141883850098,0.22525659203529358
CHEMBL4267375,scaffold,6,87,18,4,0.14222322404384613,0.29384645819664,0.3635549545288086,0.27391907572746277,0.27915695309638977,0.6064947247505188,0.7808853983879089,1.91694176197052,0.30619359016418457
CHEMBL4267375,random,7,87,18,4,0.2465767115354538,0.16367881000041962,0.3559423089027405,0.19947874546051025,0.1536768525838852,0.33632513880729675,0.33096590638160706,1.0742794275283813,0.16633126139640808
CHEMBL4267375,scaffold,7,87,18,4,0.10892587155103683,0.2927965223789215,0.5236012935638428,0.43135279417037964,0.3822478950023651,0.9576777219772339,1.2204742431640625,2.534306287765503,0.2942522466182709
CHEMBL4267375,random,8,87,18,4,0.2314842790365219,0.15585704147815704,0.4827176332473755,0.19503208994865417,0.16551189124584198,0.1590619683265686,0.19098295271396637,1.0731630325317383,0.13653185963630676
CHEMBL4267375,scaffold,8,87,18,4,0.12992501258850098,0.43886977434158325,0.5647130012512207,0.5522133708000183,0.525942325592041,1.4292023181915283,1.5729795694351196,3.0062174797058105,0.45959600806236267
CHEMBL4267375,random,9,87,18,4,0.05165698379278183,0.2408425211906433,0.26687508821487427,0.26842352747917175,0.2529239058494568,0.8768038153648376,0.8466745615005493,1.9124106168746948,0.2701692581176758
CHEMBL4267375,scaffold,9,87,18,4,0.2991628050804138,0.21648046374320984,0.30083560943603516,0.32297712564468384,0.2993544042110443,8.20780086517334,7.756319999694824,9.371577262878418,0.30695828795433044
CHEMBL911363,random,0,45,37,1,0.1105509102344513,0.5094996690750122,0.7289871573448181,0.6571955680847168,0.5800629258155823,1.3070926666259766,1.2123290300369263,1.408764362335205,0.5082696080207825
CHEMBL911363,random,1,45,37,1,0.43595439195632935,0.12534654140472412,0.18181465566158295,0.09554397314786911,0.09079819172620773,0.1295967996120453,0.1455899178981781,0.195958212018013,0.13590459525585175
CHEMBL911363,random,2,45,37,1,0.06297016888856888,0.1527005434036255,0.16438549757003784,0.10410816222429276,0.10243836045265198,0.19998955726623535,0.19594746828079224,0.34603115916252136,0.15060850977897644
CHEMBL911363,random,3,45,37,1,0.4856800436973572,0.1133575439453125,0.1352960169315338,0.11791597306728363,0.09797260910272598,0.22592665255069733,0.21498063206672668,0.36547768115997314,0.11527000367641449
CHEMBL911363,random,4,45,37,1,0.40039411187171936,0.23577643930912018,0.1826603263616562,0.10403642803430557,0.13208089768886566,0.2143184244632721,0.2924434542655945,0.20015859603881836,0.24563410878181458
CHEMBL911363,random,5,45,37,1,0.11550135910511017,0.4757287800312042,0.9085641503334045,0.5370129346847534,0.539552628993988,1.3874189853668213,1.2383451461791992,1.5402942895889282,0.47964996099472046
CHEMBL911363,random,6,45,37,1,0.12439067661762238,0.5168396830558777,0.6509673595428467,0.6904032230377197,0.6640750169754028,1.186316728591919,1.1734604835510254,1.4872450828552246,0.5452299118041992
CHEMBL911363,random,7,45,37,1,0.09134743362665176,0.5282716155052185,0.7771745324134827,0.7142848968505859,0.6260348558425903,1.1878618001937866,1.157555341720581,1.460849642753601,0.5321760773658752
CHEMBL911363,random,8,45,37,1,0.12600326538085938,0.5380754470825195,0.6325087547302246,0.6428140997886658,0.6527180075645447,1.1400457620620728,1.141965389251709,1.4131108522415161,0.533600389957428
CHEMBL911363,random,9,45,37,1,0.06135517358779907,0.5848525762557983,0.7534865736961365,0.6970348358154297,0.612637460231781,1.2690149545669556,1.1945453882217407,1.5255835056304932,0.5832409262657166
CHEMBL3868568,random,0,37,9,1,0.3866612911224365,0.1155332550406456,0.16122204065322876,0.10634931176900864,0.08195655047893524,0.09583469480276108,0.0963812842965126,0.20913216471672058,0.11417180299758911
CHEMBL3868568,random,1,37,9,1,0.4157378673553467,0.0934157744050026,0.11583804339170456,0.05771123990416527,0.06375197321176529,0.07480651885271072,0.07876809686422348,0.21085545420646667,0.10491698235273361
CHEMBL3868568,random,2,37,9,1,0.06460389494895935,0.4274330139160156,0.4494158625602722,0.37953856587409973,0.4461841583251953,1.7771774530410767,1.764873743057251,2.024387836456299,0.5007839202880859
CHEMBL3868568,random,3,37,9,1,0.0578300915658474,0.46489977836608887,0.33977311849594116,0.48884811997413635,0.46882471442222595,1.6886593103408813,1.7363296747207642,2.178020715713501,0.4831770658493042
CHEMBL3868568,random,4,37,9,1,0.09025302529335022,0.05567226558923721,0.13083486258983612,0.0926952213048935,0.059262290596961975,0.07693064212799072,0.08770029991865158,0.3064005970954895,0.05553359165787697
CHEMBL3868568,random,5,37,9,1,0.06545722484588623,0.06853403151035309,0.1343778371810913,0.11332641541957855,0.08667325973510742,0.09524507820606232,0.0950419008731842,0.27731916308403015,0.06705442070960999
CHEMBL3868568,random,6,37,9,1,0.38924533128738403,0.08344180881977081,0.1800665557384491,0.12305136770009995,0.10348421335220337,0.12956348061561584,0.1458515226840973,0.3677782416343689,0.15615758299827576
CHEMBL3868568,random,7,37,9,1,0.08686819672584534,0.44052043557167053,0.588121235370636,0.4317787289619446,0.43598854541778564,1.639983892440796,1.6656653881072998,2.0367610454559326,0.4542468786239624
CHEMBL3868568,random,8,37,9,1,0.07554116100072861,0.41794273257255554,0.4297064244747162,0.4040246903896332,0.34596216678619385,1.6090339422225952,1.63520348072052,1.88103187084198,0.43814095854759216
CHEMBL3868568,random,9,37,9,1,0.3774268925189972,0.12672972679138184,0.10092592984437943,0.06486114114522934,0.07055605947971344,0.07874151319265366,0.08081605285406113,0.10331246256828308,0.12045107036828995
CHEMBL903820,random,0,36,17,2,0.11170437186956406,0.17623433470726013,0.17905589938163757,0.1294184923171997,0.11599907279014587,0.21490202844142914,0.20902495086193085,0.5529561042785645,0.13586896657943726
CHEMBL903820,scaffold,0,36,17,2,0.019124092534184456,0.27231937646865845,0.3609771132469177,0.3609771132469177,0.33274590969085693,5.452583312988281,5.565989017486572,6.725429534912109,0.2714287340641022
CHEMBL903820,random,1,36,17,2,0.14476339519023895,0.13924503326416016,0.22755217552185059,0.16939714550971985,0.14201563596725464,0.08577384799718857,0.08791840076446533,0.3425731658935547,0.10683368891477585
CHEMBL903820,scaffold,1,36,17,2,0.016726944595575333,0.31969019770622253,0.5104351043701172,0.4006066620349884,0.35157883167266846,4.540674209594727,4.91575813293457,6.540970802307129,0.3186154365539551
CHEMBL903820,random,2,36,17,2,0.12487109750509262,0.14567139744758606,0.10299095511436462,0.09644515812397003,0.09031502157449722,0.20362088084220886,0.23175089061260223,0.6770881414413452,0.1120341569185257
CHEMBL903820,scaffold,2,36,17,2,0.026907095685601234,0.34184765815734863,0.4446831941604614,0.3451695442199707,0.3012498617172241,5.701493740081787,6.028373718261719,7.432438850402832,0.3418428301811218
CHEMBL903820,random,3,36,17,2,0.13497792184352875,0.14757582545280457,0.14448711276054382,0.13403113186359406,0.11491178721189499,0.1994447410106659,0.1308516412973404,0.4892462491989136,0.12114451080560684
CHEMBL903820,scaffold,3,36,17,2,0.016557257622480392,0.3195013701915741,0.4378557801246643,0.4378557801246643,0.40663018822669983,5.122580528259277,5.2285566329956055,6.3875932693481445,0.3116191029548645
CHEMBL903820,random,4,36,17,2,0.15880537033081055,0.14560970664024353,0.27850931882858276,0.19161313772201538,0.12307177484035492,0.17163637280464172,0.18222105503082275,0.6484320163726807,0.09813457727432251
CHEMBL903820,scaffold,4,36,17,2,0.029327062889933586,0.35207173228263855,0.36981400847435,0.3673974573612213,0.4196320176124573,7.831602096557617,9.05556869506836,11.152181625366211,0.3607160747051239
CHEMBL903820,random,5,36,17,2,0.1958152800798416,0.09779804199934006,0.19302576780319214,0.08632397651672363,0.10503372550010681,0.23395659029483795,0.25437986850738525,0.7309805154800415,0.09467126429080963
CHEMBL903820,scaffold,5,36,17,2,0.040564846247434616,0.2053343653678894,0.3066294193267822,0.2754810154438019,0.32258665561676025,8.054189682006836,9.290048599243164,11.204719543457031,0.2511223554611206
CHEMBL903820,random,6,36,17,2,0.12825460731983185,0.17658042907714844,0.10813506692647934,0.1824549436569214,0.12048406153917313,0.20978635549545288,0.25753575563430786,0.7254171371459961,0.12447957694530487
CHEMBL903820,scaffold,6,36,17,2,0.03159436956048012,0.34756919741630554,0.6900025606155396,0.5558950901031494,0.4613546133041382,9.00922966003418,9.794387817382812,11.403420448303223,0.3383743166923523
CHEMBL903820,random,7,36,17,2,0.11951674520969391,0.1836661398410797,0.19052426517009735,0.14579373598098755,0.13906866312026978,0.1421995460987091,0.13418292999267578,0.4136107861995697,0.1554993987083435
CHEMBL903820,scaffold,7,36,17,2,0.03313974291086197,0.24102988839149475,0.2875835597515106,0.28207626938819885,0.33437496423721313,8.545363426208496,8.903692245483398,10.600521087646484,0.26400232315063477
CHEMBL903820,random,8,36,17,2,0.12294453382492065,0.16164402663707733,0.24539539217948914,0.1548088788986206,0.16829895973205566,0.20607300102710724,0.1673923134803772,0.2631678879261017,0.12147432565689087
CHEMBL903820,scaffold,8,36,17,2,0.029284823685884476,0.3502762019634247,0.6430525183677673,0.3932330906391144,0.3718011677265167,7.973654270172119,8.507683753967285,10.63412857055664,0.33071839809417725
CHEMBL903820,random,9,36,17,2,0.15570376813411713,0.1540723741054535,0.24752627313137054,0.17815348505973816,0.15779900550842285,0.24284476041793823,0.2237333059310913,0.5375586748123169,0.12403259426355362
CHEMBL903820,scaffold,9,36,17,2,0.024676861241459846,0.2461390495300293,0.33305662870407104,0.33305662870407104,0.28105628490448,5.903932571411133,6.055994987487793,7.347181797027588,0.24188333749771118
CHEMBL2363455,random,0,95,94,0,1.4899299144744873,5.311331748962402,4.723140716552734,4.706060409545898,4.478143692016602,7.28242301940918,7.605779647827148,9.6317138671875,3.3763370513916016
CHEMBL2363455,random,1,95,94,0,2.409623861312866,3.6832375526428223,5.653011322021484,3.916919708251953,3.480097532272339,4.477352142333984,4.707505226135254,6.6024169921875,0.8294569849967957
CHEMBL2363455,random,2,95,94,0,2.0446343421936035,3.054511547088623,4.55323600769043,2.8563125133514404,2.2737536430358887,3.9086294174194336,4.103456497192383,5.5954437255859375,1.585021734237671
CHEMBL2363455,random,3,95,94,0,1.7239478826522827,4.102937698364258,7.049524307250977,3.862058639526367,3.753690481185913,2.2227063179016113,2.053490161895752,1.5229227542877197,2.2428269386291504
CHEMBL2363455,random,4,95,94,0,1.8917450904846191,1.5108058452606201,1.5584256649017334,1.7429406642913818,1.3711483478546143,1.8771946430206299,1.7753995656967163,1.767181158065796,0.7991827130317688
CHEMBL2363455,random,5,95,94,0,3.435067892074585,2.4001896381378174,10.104584693908691,4.201524257659912,3.018690586090088,3.2779312133789062,3.2930614948272705,3.608928680419922,0.8524876236915588
CHEMBL2363455,random,6,95,94,0,2.985682725906372,4.467250347137451,5.424108505249023,3.989994525909424,3.5395493507385254,2.8139214515686035,2.8222293853759766,3.508207321166992,1.6321229934692383
CHEMBL2363455,random,7,95,94,0,2.928067684173584,2.8714771270751953,4.537319183349609,2.9163706302642822,3.212679386138916,3.2531046867370605,3.312588930130005,3.93542742729187,1.2790632247924805
CHEMBL2363455,random,8,95,94,0,2.243323564529419,3.3205785751342773,3.7919716835021973,3.9315054416656494,3.5389564037323,3.9765853881835938,3.952484130859375,4.418214797973633,2.11496639251709
CHEMBL2363455,random,9,95,94,0,3.3631386756896973,1.8824961185455322,2.9319310188293457,1.5140964984893799,1.5938453674316406,1.8945294618606567,1.8982391357421875,1.9675341844558716,1.825635552406311
CHEMBL2423446,random,0,98,45,3,0.15339554846286774,0.10961918532848358,0.2964184880256653,0.11413227766752243,0.10760930180549622,0.17896685004234314,0.14072704315185547,0.5475375652313232,0.11218888312578201
CHEMBL2423446,scaffold,0,98,45,3,0.1626347303390503,0.07795879989862442,0.055163830518722534,0.05852649733424187,0.1026238203048706,0.9912490844726562,1.0618319511413574,1.9023863077163696,0.07986851781606674
CHEMBL2423446,random,1,98,45,3,0.07772082090377808,0.12279907613992691,0.12967756390571594,0.09550686180591583,0.12478100508451462,0.114000104367733,0.12729127705097198,0.5596691370010376,0.12195726484060287
CHEMBL2423446,scaffold,1,98,45,3,0.013242998160421848,0.31224343180656433,0.3918529748916626,0.3918529748916626,0.3503004312515259,2.056915283203125,2.2022898197174072,3.4059898853302,0.31195661425590515
CHEMBL2423446,random,2,98,45,3,0.16511011123657227,0.08471539616584778,0.18671369552612305,0.06624334305524826,0.059579409658908844,0.07116484642028809,0.07075837254524231,0.4779849648475647,0.08534512668848038
CHEMBL2423446,scaffold,2,98,45,3,0.022258371114730835,0.37147048115730286,0.25885236263275146,0.2456316500902176,0.27538734674453735,1.1645907163619995,1.1556514501571655,1.9274582862854004,0.3702666163444519
CHEMBL2423446,random,3,98,45,3,0.1325250267982483,0.16703245043754578,0.24179618060588837,0.16359341144561768,0.1317567527294159,0.14851602911949158,0.16100579500198364,0.6070988178253174,0.1733798086643219
